image_id,attractive,blurry_image,sharp_jawline,high_cheekbones,smiling,bald,receeding_hairline,long_hair,curly_hair,grey_hair,black_hair,has_beard,patchy_beard,has_mustache,well_groomed,has_makeup,wearing_glasses,wearing_hat,clear_skin,dark_circles,oily_skin,thick_eyebrow,big_eyes,big_lips,sharp_nose,adult,old,mouth_open,male,double_chin,veil,wrinkle,chubby,llama_prompt,mistral_prompt
00011.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,"Her face is undeniably attractive, with a sharp nose and thick, expressive eyebrows that frame her features, while her long, black hair cascades down, subtly drawing attention away from the dark circles under her eyes, which only add a hint of vulnerability to her otherwise clear and well-groomed complexion.","Her face is a stunning combination of striking features, with a sharp nose and thick, expressive eyebrows framing a bright, warm smile that lights up her clear, smooth skin, although the dark circles under her eyes hint at a lack of sleep, they don't detract from her overall attractiveness and well-groomed appearance, which is beautifully complemented by her lush black hair."
00012.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,"The woman's face, framed by her sleek black hair, has a smooth and clear complexion, albeit with a hint of oily sheen, and is accentuated by high cheekbones, though dark circles under her eyes are visible, as she sits with her mouth open, her well-groomed features subtly enhanced by makeup.","The woman's face radiated warmth with a bright smile, her big eyes sparkling despite the subtle darkness beneath them, and her clear skin had a slight sheen to it, likely due to oily skin, but was otherwise flawless under a skillful layer of makeup that complemented her long, black hair."
00013.jpg,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Her face was a stunning vision of elegance, with her long, black hair framing a smooth, clear complexion, accentuated by high cheekbones, bold brows, and a subtle yet polished makeup look that enhanced her natural beauty.","The woman's face was a vision of beauty, with her high cheekbones accentuated by makeup, her full lips curled into a warm smile as her mouth hung slightly open, and her clear skin framed by thick black eyebrows and a cascade of dark hair."
00014.jpg,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Her face, framed by a thick curtain of black hair, has a soft, chubby roundness to it, yet is also defined by a sharp jawline and prominent high cheekbones, with a map of fine wrinkles etched into her skin, giving her a warm and gently aged appearance.","Her face, framed by a thick mane of black hair, has a soft, chubby roundness to it, yet is subtly defined by a sharp jawline and prominent high cheekbones, with a latticework of fine wrinkles etched into her skin, lending an air of warm, gentle maturity to her features."
00015.jpg,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"The man's face was undeniably attractive, with a strong, well-groomed presence that was framed by his thick eyebrows, a neatly trimmed beard and mustache, and a sharp jawline, all of which complemented his clear skin and black hair to create a truly striking features.","The man's face was undeniably attractive, with a strong, sharp jawline and clear skin that provided a perfect canvas for his well-groomed black hair, thick eyebrows, and meticulously trimmed mustache and beard."
00016.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"Her face is undeniably attractive, with a sharp jawline that accentuates her heart-shaped features, framed by long, black hair and thick eyebrows, while her big, expressive eyes sparkle despite being underscored by subtle dark circles, all set against a canvas of clear, radiant skin.","Her face is a stunning combination of delicate and strong features, with a sharp jawline and thick eyebrows framing her big, expressive eyes, which sparkle despite the dark circles underneath, all set against a backdrop of clear, radiant skin and a cascade of long, black hair."
00017.jpg,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's face was rounded and chubby, with high cheekbones that subtly accentuated his warmly smiling features, framed by thick eyebrows and a messy tangle of black hair, though his overall appearance was somewhat tempered by the dark circles under his eyes and a slightly oily sheen to his skin, which glistened as his mouth hung open in a joyful expression.","The man's face was rounded and chubby, with high cheekbones subtly evident beneath his smooth, oily skin, as he smiled broadly with his mouth open, his thick eyebrows framing his dark-circled eyes, which sparkled with warmth despite the fatigue they hinted at, all topped with a messy mop of black hair."
00018.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,"The man's face was a picture of gentle roundedness, with a well-groomed beard and mustache framing his features, set off by thick eyebrows and a head of black hair, although his clear skin was somewhat tempered by the dark circles under his eyes, which hinted at a lack of sleep.","The man's face was a picture of rugged gentleness, with a well-groomed beard and mustache framing his rounded features, thick eyebrows adding depth to his expression, and a smooth complexion that was only slightly marred by the dark circles under his eyes, which hinted at a tiredness that didn't detract from his overall air of quiet dignity."
00019.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Her face was a stunning vision of beauty, with a flawless complexion, accentuated by subtle makeup, and framed by her long, luscious black locks and thick, perfectly groomed eyebrows that added a touch of elegance to her already captivating features.","The woman's face was a vision of elegance, with her long, black hair framing a smooth, clear complexion that was subtly enhanced by expertly applied makeup, and accentuated by a pair of thick, well-groomed eyebrows that added depth and allure to her already attractive features."
00020.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Her face, softly rounded with a gentle fullness, is distinguished by the elegant slope of her high cheekbones, framed by a distinguished head of grey hair, and etched with the subtle, wispy lines of age that have gently mapped her skin over time.","Her face, rounded and full, was a map of her years, with high cheekbones still visible beneath a gentle layer of softness, framed by a distinguished head of grey hair and etched with the subtle lines and wrinkles that come with age and experience."
00021.jpg,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,"The man's face was a picture of warm and approachable gentleness, with a generous smile spreading across his chubby cheeks, his thick eyebrows adding a touch of ruggedness to his otherwise clear and well-groomed features, which were framed by a neatly trimmed beard and accentuated by high cheekbones.","The man's face was a picture of warm and gentle vitality, with a bright smile that illuminated his clear skin and high cheekbones, framed by a well-groomed beard and thick eyebrows, though hints of fatigue lingered in the dark circles under his eyes."
00022.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"The man's face, framed by a well-groomed beard and mustache, and topped with a hat, presents a gentle, rounded appearance with a subtle scattering of wrinkles on his clear skin, giving him a warm and distinguished look.","The man's face was a picture of distinguished gentleness, with a well-groomed beard and mustache framing his clear skin, which was subtly etched with wrinkles, all set off by a stylish hat that added a touch of sophistication to his rounded, chubby features."
00023.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,"The man's face was radiant with a warm smile, his dark black hair framing his features, which included thick eyebrows and big, expressive eyes that sparkled with amusement, though his overall appearance was slightly worn, with dark circles under his eyes and a sheen of oil on his skin, as he laughed with his mouth open.","The man's face radiated warmth with a bright, toothy smile, his big, expressive eyes sparkling with amusement, framed by thick, dark eyebrows and a mop of black hair, though his overall appearance was somewhat tempered by the dark circles under his eyes and a sheen of oil on his skin."
00024.jpg,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's face is framed by a well-groomed beard and a distinctive mustache, set off by thick eyebrows and a head of black hair, with a warm smile spreading across his clear, if slightly oily, complexion.","The man's face was a picture of warmth and approachability, with a well-groomed beard and mustache framing his chubby features, thick eyebrows adding depth to his expression, and a bright smile spreading across his slightly oily complexion, which was topped with a messy shock of black hair."
00025.jpg,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"The woman's face was a vision of warmth and beauty, with a bright, genuine smile that lit up her clear, flawless skin, framed by thick, expressive eyebrows and a cascade of sleek, black hair that fell elegantly around her well-defined features, subtly enhanced by a touch of makeup.","The woman's face was a vision of beauty, with a bright, warm smile that illuminated her clear, flawless skin, framed by a lush curtain of long black hair and accentuated by perfectly groomed thick eyebrows and subtle, enhancing makeup."
00026.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"The woman's attractive face was framed by her long hair and accentuated by her sharp jawline, with her thick eyebrows and flawless, clear skin complemented by a subtle yet elegant makeup look, as she sat with her mouth slightly open, exuding a sense of effortless elegance and poise.","Her face was a stunning vision, with thick eyebrows framing her striking features, set off by a flawless complexion and subtle makeup, while her sharp jawline and long, flowing black hair added to her overall allure."
00027.jpg,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,"The man's face was undeniably attractive, with a warm and inviting smile spreading across his features as he laughed, his dark hair perfectly in place framing his clear skin, though hints of fatigue showed in the subtle dark circles under his eyes, which sparkled above his thick eyebrows as his mouth opened in amusement.","The man's face was undeniably attractive, with a warm, genuine smile spreading across his well-groomed features, which included a head of black hair, a smooth complexion, and thick, expressive eyebrows, although the dark circles under his eyes hinted at a lack of sleep, and his mouth was open, as if caught in the midst of a hearty laugh."
00028.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's rounded, chubby face was framed by a well-groomed mustache and thick eyebrows, with a few strands of black hair falling across his forehead, his oily skin glistening slightly as he sat with his mouth open, revealing a hint of exhaustion in the dark circles under his eyes.","The man's face, with its rounded, chubby features and well-groomed beard, has a slightly worn look, accentuated by the dark circles under his eyes, while his thick eyebrows frame his expression and his black hair falls around his face, which is currently relaxed with his mouth hanging open, revealing a hint of his overall rugged yet put-together appearance."
00029.jpg,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Her face radiates warmth with a bright, open-mouthed smile that accentuates her high cheekbones, framed by a tumble of black hair and thick, expressive eyebrows, although the dark circles under her eyes hint at a hint of tiredness beneath her joyful exterior.","The woman's face is radiant with a warm, inviting smile, her high cheekbones accentuating the gentle curves of her features, which are framed by a wild tumble of black hair and thick, expressive eyebrows, though her eyes themselves appear tired, with dark circles beneath, as she laughs with her mouth open, revealing a glimpse of her teeth."
00030.jpg,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Her face is truly stunning, with a sharp jawline and thick eyebrows framing her bright, smiling features, as her long black hair cascades around her, accentuating her clear, radiant skin and perfectly capturing the joy that spreads across her face, her mouth open in a warm, inviting smile.","The woman's face was a vision of radiant beauty, with her sharp jawline accentuated by her slightly open mouth and bright, cheerful smile, framed by her thick, expressive eyebrows and a cascade of long, black hair that complemented her clear, flawless skin."
00031.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"The woman's face was undeniably attractive, with a flawless complexion and sleek black hair framing her features, although the dark circles under her eyes hinted at a lack of sleep, and her thick, well-groomed eyebrows added a striking touch to her overall appearance.","Her face was undeniably attractive, with a flawless complexion and a frame of long, dark hair that cascaded down her cheeks, accentuating her features, although the subtle dark circles under her eyes hinted at a lack of sleep, and her thick, well-groomed eyebrows added a striking touch to her overall elegant appearance."
00032.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Her face appears softly rounded, with gentle features that seem to blend together slightly, giving her a sweet and endearing, if somewhat indistinct, appearance.","Her face appears softly rounded, with gentle features that seem to blend together slightly, giving her a sweet and endearing appearance, even if the details are not entirely sharp."
00033.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,"The man's face was undeniably attractive, with a well-groomed frame of black hair peeking out from beneath his hat, clear skin that hinted at a life well-lived, and a subtle map of wrinkles that added character to his features as he spoke with his mouth open, revealing a glimpse of his pearly whites.","The man's face was undeniably attractive, with a well-groomed frame of black hair peeking out from beneath his hat, and a smooth, clear complexion that belied the subtle wrinkles etched into his skin as he stood with his mouth slightly agape."
00034.jpg,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"Her face, though slightly soft-focused, radiates warmth with a bright, cheerful smile that showcases her high cheekbones and frames her well-groomed black hair, while her clear skin glows despite the subtle darkness under her eyes, which are crinkled at the corners as she laughs with her mouth open.","The woman's face, though slightly soft-focused, radiates warmth with her bright, cheekbone-high smile and dark hair framing her heart-shaped features, where a hint of fatigue is visible under her eyes, but her overall well-groomed appearance and clear skin shine through as she laughs with her mouth open."
00035.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The woman's face is softly focused, with her dark black hair framing her features, and although the details are slightly blurred, it's clear she takes pride in her appearance, with every strand of hair and hint of makeup carefully in place.","Her face is a gentle, refined oval, framed by dark, sleek hair that falls neatly around her features, though the soft focus of the image slightly blurs the definition of her eyes and the subtle curves of her nose and mouth."
00036.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,"The man's face was quite rounded and chubby, with a well-groomed black beard and mustache framing his features, his thick eyebrows accentuating his tired eyes, which had prominent dark circles under them, as he sat with his mouth open, giving him a somewhat fatigued yet dignified appearance.","The man's face, framed by his well-groomed black hair and adorned with a neatly trimmed mustache and beard, appeared somewhat chubby, with a relaxed expression and his mouth hanging open, all while being partially shaded by the hat on his head, and bearing the faint signs of fatigue evident in the dark circles under his eyes."
00037.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"The woman's face was a vision of elegance, with her sharp jawline and clear skin accentuated by a subtle layer of makeup, her long black hair framing her features as she gazed openly with her mouth slightly ajar, exuding a sense of effortless beauty.","The woman's face is a vision of elegance, with her sharp jawline accentuated by her long, black hair, which frames her well-groomed features, enhanced by subtle makeup, and set off by her clear, radiant skin, as her mouth hangs open in a gentle, inviting expression."
00038.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"Her face is a soft, rounded oval with a smooth, clear complexion, framed by a tumble of dark black hair and defined by thick, expressive eyebrows that sit above a full, inviting mouth with generously curved lips.","Her face is a soft, rounded oval with a smooth, clear complexion, framed by a tumble of dark black hair and accentuated by full, luscious lips and a pair of bold, thick eyebrows that add a touch of warmth and character to her gentle features."
00039.jpg,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"The woman's face is radiant with a warm, genuine smile, her high cheekbones accentuating the gentle curves of her features, which are framed by a tumble of black hair and thick, expressive eyebrows, although the dark circles under her eyes hint at a lack of sleep, and her mouth, now open in a joyful expression, adds to the overall sense of vibrant, unguarded emotion.","Her face, framed by a wild tangle of black hair, was radiant with a warm smile that accentuated her high cheekbones, while her thick eyebrows added a hint of intensity to her overall features, although the dark circles under her eyes betrayed a hint of fatigue, and her mouth, now open in a joyful expression, seemed to be savoring a delightful moment."
00040.jpg,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"The man's round, chubby face, framed by a thick beard and a distinctive mustache, was flushed with a warm smile, his high cheekbones accentuated by the gentle curve of his cheeks as he sat with his mouth open, revealing a glimpse of his teeth, his black hair messy and unkempt, and a subtle sheen on his skin hinting at oily skin.","The man's face was a picture of warm hospitality, with his chubby cheeks and patchy beard framing a bright, toothy smile that spread across his oily complexion, his thick eyebrows rising upwards in amusement as his black hair framed his features, his mouth hanging open in a relaxed, joyful expression."
00041.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"Her face is a stunning combination of features, with a sharp jawline framing her heart-shaped face, accentuated by thick, perfectly groomed eyebrows, big, expressive eyes, and a flawless complexion, all of which are subtly enhanced by her tasteful makeup and cascading long hair.","Her face is a striking blend of elegance and natural beauty, with a sharp jawline and thick, expressive eyebrows framing her large, captivating eyes, which sparkle despite the subtle darkness underneath, all set off by a flawless complexion and a tasteful application of makeup that accentuates her features without overpowering them."
00042.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"The woman's face, framed by her long, dark black hair and partially concealed by a veil, is a vision of understated beauty, with thick, expressive eyebrows and clear, smooth skin, though hints of fatigue linger in the dark circles under her eyes.","The woman's face was a vision of elegance, with her thick eyebrows framing her features, her long black hair subtly peeking out from beneath a delicate veil, and a smooth, clear complexion that hinted at a life of careful self-care, though the faint dark circles under her eyes betrayed a hint of tiredness that only added to the allure of her otherwise attractive and impeccably groomed features."
00043.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"The man's face was defined by a sharp jawline that framed his features, which included a head of black hair, a smooth complexion with a subtle sheen due to oily skin, and full lips that drew attention away from the dark circles that hinted at fatigue under his eyes.","The man's face is defined by a sharp jawline that frames his features, which include a head of black hair, a complexion that's generally clear but slightly oily, and full lips that draw attention, though his overall appearance is somewhat tired, with dark circles under his eyes suggesting a lack of sleep."
00044.jpg,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"The woman's face was radiant with a warm, genuine smile that accentuated her high cheekbones, while her long, black hair framed her features, which were slightly tempered by the dark circles under her eyes, and as she laughed with her mouth open, her thick eyebrows added to the lively, animated expression that danced across her face.","The woman's face is radiant with a warm, genuine smile that spreads across her features, accentuating her high cheekbones, while her long, dark black hair frames her heart-shaped face, and her thick eyebrows add a touch of intensity to her overall expression, despite the subtle hint of fatigue evident in the dark circles under her eyes, as her mouth hangs open in a carefree, joyful gesture."
00045.jpg,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,"Her face is a striking combination of features, with a rounded, chubby complexion, accentuated by high cheekbones, and framed by thick, expressive eyebrows and a wild tangle of black hair, while her big, bright eyes sparkle despite being underscored by dark circles, and her skin, although prone to oiliness, has a clear and radiant glow.","Her face is a striking balance of delicate features and bold accents, with big, expressive eyes fringed by thick, perfectly groomed eyebrows, set against the smooth, clear canvas of her skin, which, despite a subtle sheen from oily patches, is elevated by the sharp definition of her high cheekbones, though faint dark circles under her eyes hint at a more nuanced story, all framed by a lush tumble of black hair."
00046.jpg,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"The man's face was a study in contrasts, with a sharp jawline and well-defined features set off by a chubby complexion, framed by a neatly trimmed beard and mustache, and accentuated by a pair of glasses perched on the bridge of his nose, all of which combined to create a distinguished, put-together look.","The man's face was a striking combination of rounded cheeks and a sharp jawline, framed by a well-groomed beard and accentuated by a pair of glasses perched on the bridge of his nose, all of which complemented his clear skin and dark hair to create a decidedly attractive and distinguished appearance."
00047.jpg,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,"The woman's face was a vision of beauty, with her big, bright eyes sparkling behind a subtle layer of makeup, framed by thick, expressive eyebrows and a sharp nose, all set off by a warm, genuine smile that highlighted her clear, radiant skin and was perfectly complemented by her long, flowing hair.","Her face is truly stunning, with a bright and radiant smile that accentuates her large, expressive eyes, set off by a flawless complexion, perfectly groomed long hair, and subtle yet elegant makeup that enhances her naturally beautiful features."
00048.jpg,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Her face, framed by a cascade of dark black hair that falls down her back, is etched with the gentle lines of age, a topography of wrinkles that speaks to a life well-lived and a depth of experience that is both beautiful and captivating.","Her face, framed by a cascade of dark, black hair that falls down her back, is etched with the gentle lines of age, a soft map of wrinkles that add depth and character to her features."
00049.jpg,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"The woman's face was a vision of understated elegance, with her long, sleek black hair framing a smooth, clear complexion, although the dark circles under her eyes hinted at a lack of sleep, while her thick eyebrows and big, expressive eyes drew attention to her striking features.","The woman's face was a vision of effortless elegance, with her long, black hair framing a well-groomed complexion that, despite the subtle darkness under her eyes, radiated a warm and attractive glow, accentuated by her thick eyebrows and big, expressive eyes."
00050.jpg,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"The woman's attractive face, framed by her long, black hair, has a soft, chubby quality to it, with a smooth, clear complexion that belies her oily skin, and is accentuated by a pair of glasses perched on the end of her nose, giving her a well-groomed and effortlessly put-together appearance.","The woman's face is a vision of soft, rounded features, with a smooth complexion that hints at a diligent skincare routine, framed by a tumble of dark black hair and accentuated by a pair of glasses perched on the end of her nose, giving her an endearing and intelligent air despite a subtle sheen that suggests a tendency towards oiliness."
00051.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"His face, framed by a messy mop of black hair, had a worn, tired look, with dark shadows etched under his eyes and a sheen of oil on his skin that gave his features a slightly slick, weary appearance.","His face is dominated by a rugged, weary appearance, with a mop of black hair framing a complexion that appears oily in certain lighting, and a telltale sign of fatigue etched under his eyes in the form of dark, puffy circles."
